387756289044637,21608497,17944621
820973920441067,30063899,27307633
544134601339607,19409399,28034593
494925804028619,22932037,21582287
406019963314003,22226467,18267409
487043849785771,26615551,18299221
699548312189791,21197431,33001561
547794413624251,17469929,31356419
575148872652521,26812741,21450581
488263664438357,22703147,21506431
661473562792519,28183369,23470351
767303488927247,33524327,22887961
530380186214609,20930827,25339667
689805004692919,31693969,21764551
664618059186857,32510393,20443249
732451930572361,22462357,32607973
876767353924181,28897607,30340483
525681093298301,30875093,17026057
534062716143023,26028791,20518153
830733488464861,26233717,31666633
639821553883387,19194223,33334069
727111637367163,23592061,30820183
456595354896727,17608091,25930997
904499569188199,29672197,30483067
411182553549529,21201673,19393873
698897975993891,20863693,33498287
795031820424979,28968101,27445079
610253577399443,31878269,19143247
395824568325883,20688433,19132651
520696491294269,19978067,26063407
542320700981299,28378541,19110239
617508482596559,21790921,28337879
739310962882243,29421779,25128017
466284830513669,18993211,24550079
593616398937479,19256837,30826267
510695813479211,21169873,24123707
638879480999927,22475681,28425367
399507053921783,17109767,23349649
692950124427361,30333767,22844183
491234367311089,22436521,21894409
673179480247207,27575333,24412379
737207370474791,24070129,30627479
371355859989377,18607769,19957033
681213942042919,30674857,22207567
318456729051269,17047783,18680243
545952165254429,23797321,22941749
832978616430859,25959931,32087089
458060387211943,18225013,25133611
949582932075149,28332847,33515267
812575422733727,29976361,27107207
532451352024469,25962749,20508281
512915807844311,19344029,26515459
533702484275539,22946299,23258761
467858212735733,24436211,19146103
891045461867081,32562437,27364213
400998961308997,18557963,21607919
720177589765807,23311357,30893851
709317927552071,22457189,31585339
715650638336489,24760987,28902347
864831450938717,27823739,31082503
494994657421531,22362481,22135051
554943263373533,21892513,25348541
391777011304267,21718657,18038731
360636085112713,18106969,19916977
604920577914269,20955029,28867561
952224560875037,31224811,30495767
494065675454003,23938927,20638589
588588130024801,33527597,17555333
474306995593787,17138549,27674863
477321126531287,25907417,18424111
550296631199983,21859099,25174717
412145131811359,17377847,23716697
790938442399769,31611011,25020979
884357095481627,26557121,33300187
670954665611761,22473221,29855741
613734883787329,20249077,30309277
475466457172697,19268713,24675569
582431840153959,22627177,25740367
714448039233667,26329507,27134881
700144388071603,24850153,28174651
297742918906177,17619731,16898267
695445319027909,29879027,23275367
949293923625673,31258811,30368843
919621374193723,27736207,33155989
379502963737577,20956799,18108823
973470233226389,29670821,32809009
511075008152999,26622041,19197439
1051702835380199,32763713,32099623
590502563532671,28815139,20492789
637284554391959,27528827,23149717
661133272009589,25099211,26340799
613329854407651,27435623,22355237
538507107158173,26751209,20130197
850771038598541,27732539,30677719
930759113256767,33310217,27942151
672247161841019,24429529,27517811
623297194907251,27894067,22345153
541706176632199,19362451,27977149
550133552833783,18970097,29000039
564083621992673,23982463,23520671
602953209027349,22407293,26908793
365662568350559,17973491,20344549
921457432128221,31392329,29352949
973570362373417,30547201,31871017
634632564908687,25422013,24963899
587032549793923,20845991,28160453
551835255692647,26979481,20453887
501526329890039,17716921,28307759
726696012053521,30214931,24050891
594774144687083,20587891,28889513
524764333193249,27416027,19140787
616304718444713,23338181,26407573
638098783915793,23807827,26802059
598950646639361,19072187,31404403
567248744879779,21650789,26199911
396872257753973,19922359,19920947
591335607154001,32610323,18133387
644249409471917,19740781,32635457
505043127030973,26691491,18921503
625535776688309,24581923,25446983
409302705356947,16869799,24262453
870820771613179,27994609,31106731
602354845487539,23607323,25515593
577549114783409,25384999,22751591
814362821259443,32956109,24710527
548911884505027,18371051,29879177
364555407430523,18792749,19398727
517504233790351,25039141,20667811
831863751399817,27318349,30450733
539843437155577,17166733,31447069
515468937859933,21080573,24452321
1000928878339177,33257989,30095893
436987710898759,24473329,17855671
574721854865687,31712657,18122791
716385162714583,23102923,31008421
693883610538257,30278861,22916437
711766665744097,31203287,22810631
990386785616941,31815149,31129409
405957831590557,22619827,17946991
492452074112953,19015327,25897639
545146814060357,32060857,17003501
448327326519509,24663227,18177967
805900420014341,26430203,30491647
495688961797333,28822271,17198123
849883209820133,33202769,25596757
705447885331367,26261887,26862041
481367537464843,20395183,23602021
824877943897261,32563481,25331381
676843048240421,21963001,30817421
848483235475229,29972893,28308353
442630252540741,19594219,22589839
444514776770737,20453921,21732497
558585780970381,19409083,28779607
465986695938557,19910557,23404001
854597538144319,31308913,27295663
975750028014323,31459133,31016431
849235983374699,27081907,31358057
568890204899879,22416397,25378307
882302436486473,29804491,29603003
654781683380947,30392437,21544231
806793341476307,28667081,28143547
641312129685323,25504931,25144633
645881644807507,22205273,29086859
619850493170819,32995709,18785791
539441151652033,20357383,26498551
389012292008231,20120641,19333991
