23218436081,2,170557,136133
34033655329,2,149893,227053
50371252847,2,252509,199483
41121153757,2,229321,179317
27607248947,2,142453,193799
35585396491,2,210643,168937
60321939061,2,232153,259837
27860987359,2,155027,179717
40065061651,2,207433,193147
35987736749,2,227257,158357
30895467739,2,192013,160903
43689613091,2,173177,252283
36680347289,2,209771,174859
27200862263,2,200657,135559
32916196531,2,132491,248441
42046591513,2,217823,193031
44588884057,2,241453,184669
40177119989,2,253501,158489
19136607323,2,136963,139721
46009850611,2,261787,175753
52263857671,2,241639,216289
52175547247,2,233549,223403
33220403243,2,164729,201667
41460110777,2,230003,180259
23919143399,2,143401,166799
42683261141,2,251177,169933
46329988853,2,213287,217219
38977130737,2,199853,195029
56156052691,2,222461,252431
28128374257,2,159457,176401
35148324863,2,141397,248579
33762643613,2,139571,241903
32954296373,2,208217,158269
46704563707,2,231347,201881
42576521011,2,228443,186377
21690014389,2,155921,139109
19287630991,2,138727,139033
22468363963,2,155569,144427
36363523019,2,212281,171299
43382122361,2,169523,255907
37453677413,2,250793,149341
35591571923,2,150209,236947
56872103209,2,255613,222493
49762359397,2,193463,257219
36916622923,2,218417,169019
55085263627,2,239671,229837
46740619259,2,195511,239069
65278390297,2,250871,260207
39738711283,2,218461,181903
34191543307,2,190979,179033
27053947391,2,186709,144899
60951788489,2,247529,246241
33894721439,2,258539,131101
48152608391,2,200861,239731
53764657781,2,236377,227453
50667085823,2,198689,255007
22057873837,2,140827,156631
44016611893,2,261619,168247
57079559203,2,225023,253661
20815718411,2,146539,142049
31775123819,2,155569,204251
31597861891,2,164767,191773
54371281901,2,256639,211859
36574174751,2,199729,183119
30759136769,2,187669,163901
32037225499,2,206177,155387
34087925357,2,159079,214283
51965751407,2,239023,217409
40498232743,2,179897,225119
18833987113,2,137153,137321
46874474861,2,214069,218969
42249234413,2,183877,229769
43468771921,2,242413,179317
44354202863,2,234769,188927
41306097271,2,192133,214987
41929994303,2,240131,174613
30155020267,2,185429,162623
38838846869,2,193181,201049
35700105107,2,188249,189643
47491158647,2,226199,209953
35908858871,2,158329,226799
38015468497,2,200401,189697
48079088329,2,256079,187751
56593542349,2,233113,242773
43741736039,2,243889,179351
28015365649,2,186343,150343
40024762829,2,229459,174431
48443324453,2,205019,236287
56609796721,2,254039,222839
36336977713,2,141851,256163
31365081343,2,233759,134177
61074429473,2,257797,236909
25023949109,2,187531,133439
24447830801,2,159979,152819
