611495143213,2,750707,814559
905301527797,2,866683,1044559
390676893727,2,526829,741563
422307611113,2,688979,612947
500574817541,2,698521,716621
899419258489,2,1017377,884057
424064736107,2,682183,621629
770028660283,2,784061,982103
741133476509,2,948929,781021
313896010249,2,555461,565109
971608034857,2,989477,981941
559846569433,2,565549,989917
476638363297,2,720053,661949
611195051653,2,615031,993763
536491044781,2,779327,688403
704435057863,2,944953,745471
429448072637,2,546631,785627
876734642473,2,949111,923743
619596931841,2,810419,764539
864131896333,2,932947,926239
522893777023,2,949261,550843
642778006699,2,926077,694087
670050105451,2,858397,780583
405088249981,2,610699,663319
560500630043,2,917153,611131
480199443733,2,755759,635387
724657120049,2,753527,961687
388064609923,2,616897,629059
587676569773,2,883327,665299
483571931209,2,550717,878077
912243901939,2,1014593,899123
801560802529,2,821897,975257
404207459587,2,639833,631739
627637633367,2,879701,713467
483057745033,2,541049,892817
738087162467,2,966509,763663
504808973087,2,653951,771937
671104643479,2,1034651,648629
698244658541,2,972701,717841
709808851793,2,716279,990967
821154688649,2,834623,983863
458609107003,2,763111,600973
450451793009,2,591959,760951
570771784727,2,590567,966481
307492708921,2,549979,559099
573515813567,2,638923,897629
825701205451,2,954697,864883
392791282453,2,667013,588881
608201953987,2,868613,700199
671953036379,2,1038601,646979
335805609427,2,574859,584153
621393043499,2,667657,930707
529251140497,2,982057,538921
534757558567,2,619247,863561
641705578147,2,919511,697877
544190848541,2,721661,754081
419393910601,2,671603,624467
749668601263,2,838247,894329
409576417423,2,544109,752747
474174514349,2,870497,544717
769607336599,2,921457,835207
420973421881,2,660337,637513
308630290447,2,524827,588061
544583861233,2,524669,1037957
439870559357,2,645493,681449
958147647781,2,1033421,927161
791700043399,2,949931,833429
683914080797,2,764783,894259
723487535689,2,714569,1012481
663641098327,2,647741,1024547
517664794121,2,754133,686437
493309993753,2,693809,711017
894196741121,2,856147,1044443
549674899121,2,563971,974651
417921451417,2,625763,667859
783474180941,2,935971,837071
651313927091,2,656321,992371
440749334017,2,541507,813931
548371848373,2,608459,901247
522199602053,2,642833,812341
652499990627,2,827677,788351
539619742301,2,893903,603667
831824684321,2,804833,1033537
948690382417,2,981887,966191
822468853043,2,888179,926017
530999273927,2,937229,566563
875781464941,2,962993,909437
335468231099,2,550993,608843
503947563437,2,689341,731057
947036625671,2,1045487,905833
517092387433,2,738523,700171
493847381777,2,643301,767677
380775969251,2,587281,648371
621453596303,2,830777,748039
407768968667,2,674903,604189
882962203463,2,863363,1022701
973774969663,2,991603,982021
747989381641,2,975811,766531
590298986023,2,627163,941221
601022609387,2,689921,871147
490500441317,2,562789,871553
407617610353,2,594721,685393
1013804581717,2,1032191,982187
784069866887,2,915947,856021
684457114067,2,720397,950111
360823080719,2,625763,576613
737922894677,2,928463,794779
828725091749,2,932431,888779
603425410229,2,761669,792241
546116540909,2,761689,716981
468222699391,2,710713,658807
386697092609,2,561907,688187
533190789913,2,910421,585653
452381853271,2,648631,697441
675553255057,2,679219,994603
654217007021,2,819407,798403
743562613361,2,835859,889579
577748925031,2,754333,765907
947520158807,2,977723,969109
648308324551,2,860009,753839
418405994959,2,543539,769781
529534169147,2,825577,641411
462118581053,2,733751,629803
704612196469,2,838003,840823
621082808053,2,1044509,594617
465053161487,2,654491,710557
409841778127,2,660329,620663
540871247677,2,750917,720281
493482049633,2,569869,865957
506417203321,2,596243,849347
852207551579,2,932917,913487
807207311237,2,829657,972941
390951327527,2,581393,672439
601168123981,2,890993,674717
350335672147,2,630167,555941
991252402631,2,950569,1042799
804421520129,2,982021,819149
702330880373,2,1048507,669839
542894337079,2,785459,691181
533129502407,2,778597,684731
560067958733,2,905803,618311
313037470591,2,595057,526063
1010642058001,2,1048559,963839
567323410471,2,556007,1020353
948388299721,2,927491,1022531
648988432207,2,1029139,630613
552980609309,2,728921,758629
509113573229,2,603781,843209
382402319407,2,547441,698527
825215884307,2,939677,878191
673050283537,2,998009,674393
709504598321,2,996617,711913
762851148827,2,729329,1045963
357380180561,2,552971,646291
865128717331,2,910519,950149
814813243637,2,873979,932303
632049207149,2,889237,710777
425731806761,2,772949,550789
506446151569,2,845623,598903
481420137307,2,679033,708979
389289362141,2,715123,544367
883315480139,2,906289,974651
763939055233,2,766583,996551
811710923339,2,863593,939923
562723846273,2,692567,812519
408651259007,2,573371,712717
848062491401,2,981187,864323
842644312897,2,896681,939737
588758120341,2,593429,992129
890989792843,2,893213,997511
584473497649,2,786167,743447
728820115753,2,806639,903527
509243202701,2,761113,669077
514844870093,2,870407,591499
708261386839,2,912521,776159
721439927567,2,1026667,702701
516871134911,2,711163,726797
451846107533,2,736867,613199
551316628223,2,585337,941879
840922526947,2,839203,1002049
811000083731,2,952087,851813
877064905133,2,840989,1042897
921562018681,2,929171,991811
722131810723,2,798023,904901
690028978697,2,713563,967019
532987546397,2,793043,672079
410750299301,2,545189,753409
631466058407,2,694069,909803
502657242739,2,590627,851057
755944338757,2,764947,988231
536033931731,2,735263,729037
602783698471,2,698249,863279
456584370667,2,586189,778903
700622977343,2,895927,782009
505415594237,2,745531,677927
575476816829,2,889439,647011
678821302703,2,705689,961927
925953461861,2,991127,934243
693601378231,2,762031,910201
375018783947,2,602197,622751
890325699611,2,854527,1041893
747400440967,2,802951,930817
775694862443,2,898033,863771
779097188677,2,875893,889489
916365282827,2,1022429,896263
889037454401,2,975257,911593
402478039127,2,660941,608947
520747089011,2,763757,681823
628448403637,2,624599,1006163
440990058959,2,786307,560837
615717139469,2,630733,976193
476898393941,2,662369,719989
539123371649,2,574109,939061
469185922399,2,723551,648449
655077135113,2,649813,1008101
630390113083,2,628687,1002709
323966927357,2,536777,603541
471483497867,2,616361,764947
571510578557,2,832721,686317
965650581503,2,1030213,937331
408249148199,2,735649,554951
716216148671,2,920209,778319
870785618477,2,898409,969253
527132934827,2,972701,541927
424914574207,2,593573,715859
672700809223,2,653197,1029859
619489304059,2,661721,936179
640898781667,2,824393,777419
876819607451,2,927821,945031
492831818159,2,535607,920137
630706521031,2,774661,814171
532913617657,2,691721,770417
565173258667,2,700277,807071
395579957551,2,681481,580471
355163688601,2,565163,628427
966374003009,2,993943,972263
365162310143,2,624319,584897
447711617341,2,783931,571111
388462136123,2,540539,718657
349077681353,2,564269,618637
714868242749,2,890927,802387
509244253103,2,833923,610661
436299314201,2,613289,711409
481950173513,2,645149,747037
656865708319,2,666929,984911
433786719391,2,643781,673811
452308448411,2,845849,534739
541373769557,2,1011889,535013
507990829961,2,651821,779341
550025920321,2,619603,887707
621618994901,2,626519,992179
485103098327,2,797383,608369
362922901051,2,669329,542219
442847308637,2,566677,781481
531545094757,2,792751,670507
854637275747,2,869153,983299
479588276077,2,542081,884717
535615546441,2,761773,703117
692836173487,2,739523,936869
638652106777,2,621923,1026899
771645333607,2,998957,772451
738592865929,2,854747,864107
464627187617,2,780347,595411
417575539571,2,609821,684751
536571988103,2,637243,842021
909208058977,2,1000981,908317
784669309033,2,951413,824741
332764384627,2,633317,525431
528763126531,2,754771,700561
356074579057,2,589753,603769
733202387563,2,830957,882359
669852906491,2,993763,674057
326787832307,2,620099,526993
509103204959,2,740321,687679
722421324047,2,786469,918563
573213359209,2,610163,939443
744204535507,2,721921,1030867
890701020851,2,976253,912367
401588380411,2,749779,535609
496230256891,2,642613,772207
625183502477,2,680027,919351
519438231511,2,728293,713227
915374907773,2,984847,929459
899106097993,2,896677,1002709
588652900193,2,737251,798443
936443225657,2,1040563,899939
518742465091,2,654397,792703
612522459319,2,848737,721687
515531645479,2,848359,607681
456343777577,2,548591,831847
721170694357,2,768751,938107
845487092573,2,863393,979261
373163851933,2,601589,620297
699198790907,2,1039891,672377
944886966137,2,949997,994621
668045704549,2,718121,930269
430143039379,2,683143,629653
760070314327,2,984199,772273
750598868143,2,728333,1030571
737752182653,2,720497,1023949
450201788471,2,645833,697087
676184610883,2,982351,688333
511837561541,2,644089,794669
499056484501,2,560207,890843
476317878559,2,608339,782981
628507722503,2,830293,756971
432106118879,2,573101,753979
514596655759,2,636421,808579
960515958089,2,983987,976147
425636858987,2,537269,792223
425244798151,2,661873,642487
836942568167,2,977021,856627
866027033327,2,830617,1042631
589224104257,2,660403,892219
673907205683,2,919883,732601
594903478801,2,928769,640529
978548868949,2,1025119,954571
609607574951,2,618437,985723
494552621987,2,931517,530911
1068022036139,2,1027289,1039651
957708100123,2,1001989,955807
631003071607,2,846383,745529
560952529121,2,568231,987191
405417289817,2,739153,548489
538927767439,2,968321,556559
522738248243,2,708161,738163
685368916937,2,753127,910031
517894560763,2,841849,615187
471719570677,2,643723,732799
705789259249,2,868451,812699
817696512403,2,832913,981731
417885068269,2,654257,638717
575256932021,2,960383,598987
542479576567,2,866909,625763
392457548177,2,553961,708457
376290015953,2,628973,598261
564079941851,2,649273,868787
365027318731,2,653687,558413
549318552631,2,860843,638117
647048714471,2,868171,745301
555062468819,2,671851,826169
643892317093,2,792359,812627
676058922611,2,798059,847129
611526185239,2,879523,695293
614513431723,2,592897,1036459
494625997573,2,634493,779561
653032899581,2,723067,903143
749024985251,2,995783,752197
974073130447,2,1011277,963211
542345555831,2,652943,830617
597507017537,2,684617,872761
578050355149,2,640043,903143
514741948723,2,955457,538739
450409527943,2,557201,808343
489596698831,2,561161,872471
412148844467,2,660001,624467
368867167147,2,608759,605933
909711157907,2,962363,945289
570622105463,2,1013641,562943
693370171073,2,733237,945629
515036861459,2,712693,722663
835099497137,2,883433,945289
624785993833,2,610699,1023067
430629090503,2,557981,771763
1009859184319,2,1002679,1007161
818349487037,2,844043,969559
337095737791,2,582899,578309
329420719877,2,619397,531841
771817774183,2,965773,799171
792751022753,2,1043831,759463
400633526129,2,536971,746099
454431852373,2,739273,614701
570000043069,2,655241,869909
1052947400303,2,1008409,1044167
451529264341,2,640837,704593
635415135643,2,606241,1048123
795045669323,2,1013891,784153
665360248783,2,658751,1010033
653093883791,2,709469,920539
628123993759,2,939109,668851
359199760561,2,669089,536849
607015956907,2,701669,865103
571063845713,2,831881,686473
646625632879,2,926017,698287
549402057187,2,715087,768301
601118201657,2,701257,857201
635972949947,2,884651,718897
780991989521,2,757507,1031003
865457745083,2,944191,916613
554129387017,2,549863,1007759
777666863587,2,744493,1044559
511458557201,2,696961,733841
504639091657,2,683477,738341
401880210869,2,588619,682751
618242217449,2,750131,824179
934295737279,2,908909,1027931
673356471869,2,713077,944297
394821605839,2,709673,556343
495818021047,2,705011,703277
754237790693,2,1040717,724729
336541969657,2,584531,575747
714908109367,2,1031231,693257
493072462033,2,700597,703789
488565791711,2,635737,768503
617411649919,2,930323,663653
475499043641,2,692591,686551
633453603637,2,707873,894869
834206558401,2,966583,863047
541159094767,2,657451,823117
875000179877,2,870679,1004963
454810134791,2,535123,849917
728515463813,2,905581,804473
580915968517,2,826201,703117
711303863617,2,913637,778541
871717051411,2,969763,898897
691118285399,2,798271,865769
694479995347,2,877109,791783
324522564799,2,551503,588433
610314703751,2,876067,696653
1054209233647,2,1011889,1041823
503938849993,2,950959,529927
725970591127,2,829547,875141
434832575491,2,672521,646571
567646325167,2,557611,1017997
599300634809,2,579881,1033489
390556634581,2,723761,539621
396572149219,2,711727,557197
548934693731,2,690589,794879
693255062693,2,886163,782311
509545612123,2,785123,649001
600983689277,2,655687,916571
604825621277,2,744431,812467
524156552561,2,880487,595303
902016148589,2,880661,1024249
546861117427,2,812431,673117
